pHydrion Buffer, pH 7.0||11/15/2017|0|Solid (g)||C 112 A|B14|Metrepak|S30140 20G
pHydrion Buffer, pH 8.0||11/15/2017|0|Solid (g)||C 112 A|B14|Metrepak|4122F43
pHydrion Buffer, pH 9.0||11/15/2017|0|Solid (g)||C 112 A|B14|Metrepak|4122F48
Potassium Chloride Solution, Saturated||11/15/2017|0|Solid (g)||C 112 A|B14|Fisher|SP 138
Reference Electrode Filling Solution||11/15/2017|0|Solid (g)||C 112 A|B14|Fisher|SO-P-135
Saturated KCl Solution||11/15/2017|0|Solid (g)||C 112 A|B14|Corning|477000
Saturated KCl Solution||7/25/2018|0|Solid (g)||C 112 A|B14||
2.8pH Buffer Solution||11/15/2017|0|Solid (g)||C 112 A|B15||
Bionic Buffer Concentrate, 10x||11/15/2017|0|Solid (g)||C 112 A|B15|Sigma-Aldrich|B6185-100ML
Boileezers||11/15/2017|0|Solid (g)|1344-28-1|C 112 A|B15|Fisher|B365-250
boiling chips||11/15/2017|0|Solid (g)||C 112 A|B15||
Buffer Solution Concentrate, pH 10||11/15/2017|0|Solid (g)||C 112 A|B15|Fisher|SB141-500
Glass Beads||11/15/2017|0|Solid (g)||C 112 A|B15||
Molecular Sieve Deperox||11/15/2017|0|Solid (g)||C 112 A|B15|Fluka|69829
Molecular Sieves||11/15/2017|0|Solid (g)||C 112 A|B15|Fisher|M-514
SSC Buffer Concentrate, 20x||11/15/2017|0|Solid (g)||C 112 A|B15|Fluka|85635
Succinate Buffer, pH 5.9||11/15/2017|0|Solid (g)||C 112 A|B15|Sigma-Aldrich|60-3
TRIS EDTA Buffer Solution, pH 7.4||11/15/2017|0|Solid (g)||C 112 A|B15|Fluka|93302
chromotography Sand||11/15/2017|0|Solid (g)||C 112 A|B16||
Marble Chips||11/15/2017|0|Solid (g)||C 112 A|B16|Baker|P547-02
Sand||7/25/2018|0|Solid (g)||C 112 A|B16||
Sand, Sea||11/15/2017|0|Solid (g)|14808-60-7|C 112 A|B16|EMD|SX0076-1
Sand, Sea 50 Mesh||11/15/2017|0|Solid (g)||C 112 A|B16|Sargent-Welch|ELS73845-B
SpillSolv, Acid Neutralizing Powder||11/15/2017|0|Solid (g)|497-19-8|C 112 A|B16|EM Science|SX1310-2
SpillSolv, Volatile Solvent Powder||11/15/2017|0|Solid (g)|7440-44-0|C 112 A|B16|EM Science|SX1330-2
Tenax, Volatile Absorbent Resin 60/80 Mesh||11/15/2017|0|Solid (g)||C 112 A|B16|Scientific Instruments Service|
Boric Acid||11/15/2017|0|Solid (g)|10043-35-3|C 112 A|B20|Sigma-Aldrich|B0394-100G
Boric Acid||11/15/2017|0|Solid (g)|10043-35-3|C 112 A|B20|Sigma-Aldrich|18,509-4
Chloroplatinic acid hexahydrate||11/15/2017|0|Solid (g)|18497-13-7|C 112 A|B20|Sigma-Aldrich|206083-1G
chlorosulfonic acid||7/25/2018|0|Solid (g)|7790-94-5|C 112 A|B20|Sigma-Aldrich|571024-5G
Hydrogen Tetrachloroaurate (III) Hydrate||11/15/2017|0|Solid (g)|27988-77-8|C 112 A|B20|Sigma-Aldrich|254169-500MG
Phosphomolybdic Acid, Hydrate||11/15/2017|0|Solid (g)|51429-74-4|C 112 A|B20|Sigma-Aldrich|221856-100G
Selenous Acid||11/15/2017|0|Solid (g)|7783-00-8|C 112 A|B20|Sigma-Aldrich|211176-10G
Sodium hydrogen L-tartrate, anhydrous||11/15/2017|0|Solid (g)|526-94-3|C 112 A|B20|Alfa Aesar|L12469
Sulfanilic Acid||11/15/2017|0|Solid (g)|121-57-3|C 112 A|B20|Spectrum|S1703
Tartaric acid||11/15/2017|0|Solid (g)|87-69-4|C 112 A|B20|Alfa Aesar|A13668
Alka-Seltzer||11/15/2017|0|Solid (g)||C 112 A|B21||
Antacid and Pain Relief||11/15/2017|0|Solid (g)||C 112 A|B21|CVS|
Borax||11/15/2017|0|Solid (g)||C 112 A|B21|Dial|
Food Coloring||11/15/2017|0|Solid (g)||C 112 A|B21|McCormick, &Dudleys|
Hydrogen Peroxide, 3%||11/15/2017|0|Solid (g)||C 112 A|B21|Assured|
Liquid Dye, Black||11/15/2017|0|Solid (g)||C 112 A|B21|Rit|
Maalox||11/15/2017|0|Solid (g)||C 112 A|B21|walgreens, rite aid|
Milk of Magnesia (3)||11/15/2017|0|Solid (g)||C 112 A|B21|equate, top care|
Mylanta||11/15/2017|0|Solid (g)||C 112 A|B21|walgreens|
Rapid Rise Instant Yeast||11/15/2017|0|Solid (g)||C 112 A|B21|Fleischmann's|
Red acrylic craft paint||11/15/2017|0|Solid (g)||C 112 A|B21|My studio|
Rolaids||11/15/2017|0|Solid (g)||C 112 A|B21|Chattem|
Silver Glitter Acrylic craft paint||11/15/2017|0|Solid (g)||C 112 A|B21||
Soap, Ivory||11/15/2017|0|Solid (g)||C 112 A|B21|P&G|
Tums||11/15/2017|0|Solid (g)||C 112 A|B21|CVs,careone, walgreens, tums|
Washing Soda||11/15/2017|0|Solid (g)||C 112 A|B21|Arm&Hammer|
Advil congestion relief||11/15/2017|0|Solid (g)||C 112 A|B22|Handy Solutions|
Advil PM||11/15/2017|0|Solid (g)||C 112 A|B22|Handy Solutions|
Aleve||11/15/2017|0|Solid (g)||C 112 A|B22|Handy Solutions|
Allergy capsules||11/15/2017|0|Solid (g)||C 112 A|B22|DG Health|
Aspirin||11/15/2017|0|Solid (g)||C 112 A|B22|Care One|
Aspirin||7/26/2018|0|Solid (g)||C 112 A|B22|CVS|
Aspirin||11/15/2017|0|Solid (g)||C 112 A|B22|equate|
Aspirin||11/15/2017|0|Solid (g)||C 112 A|B22|DG Health|
Canola Oil||11/15/2017|0|Solid (g)||C 112 A|B22||
Cold Relief||11/15/2017|0|Solid (g)||C 112 A|B22|Handy Solutions|
Dramamine||11/15/2017|0|Solid (g)||C 112 A|B22|CValet|
evaporated milk cans||11/15/2017|0|Solid (g)||C 112 A|B22|Great Value|
Excedrin||11/15/2017|0|Solid (g)||C 112 A|B22|Excedrin|
Excedrin||11/15/2017|0|Solid (g)||C 112 A|B22||
Gelatin Capsules||11/15/2017|0|Solid (g)|9000-70-8|C 112 A|B22|Parr|3601
Grapeseed||11/15/2017|0|Solid (g)||C 112 A|B22|Pompeian|
ibuprofen||11/15/2017|0|Solid (g)||C 112 A|B22|DG Health|
Instant Dry Milk||11/15/2017|0|Solid (g)||C 112 A|B22|Great Value|
Laxative Pills||11/15/2017|0|Solid (g)||C 112 A|B22|Care One|
Midol complete||11/15/2017|0|Solid (g)||C 112 A|B22|Bayer|
Migraine Relief||11/15/2017|0|Solid (g)||C 112 A|B22|Care One|
Nasal Decongestant||11/15/2017|0|Solid (g)||C 112 A|B22|Sudafed|
Nasal Decongestant||11/15/2017|0|Solid (g)||C 112 A|B22|Care one|
Olive Oil, Extra Virgin||11/15/2017|0|Solid (g)||C 112 A|B22|Pompeian|
Olive Oil, Extra Virgin||11/15/2017|0|Solid (g)||C 112 A|B22|Giant|
Peanut Oil||11/15/2017|0|Solid (g)||C 112 A|B22|Giant|
Plant Food||11/15/2017|0|Solid (g)||C 112 A|B22|Miracle-Gro|
Plant Food (10 specimin cups)||11/15/2017|0|Solid (g)||C 112 A|B22|Miracle-Gro|
Vegetable Oil||11/15/2017|0|Solid (g)||C 112 A|B22|Giant|
Walnut Oil||11/15/2017|0|Solid (g)||C 112 A|B22|International Collection|
Baking Soda||11/15/2017|0|Solid (g)||C 112 A|B23|Weis|
Baking Soda||11/15/2017|0|Solid (g)||C 112 A|B23|Greenbrier International|
Baking Soda||7/26/2018|0|Solid (g)||C 112 A|B23|Best Yet|
Corn Starch||11/15/2017|0|Solid (g)||C 112 A|B23|Giant|
Corn Starch||11/15/2017|0|Solid (g)||C 112 A|B23|Hodgson Mill|
Epsom Salt||7/26/2018|0|Solid (g)||C 112 A|B23|Careone|
Equal||11/15/2017|0|Solid (g)||C 112 A|B23||
Green tea||11/15/2017|0|Solid (g)||C 112 A|B23|Bigelow|
Instant coffee, classic decaf||11/15/2017|0|Solid (g)||C 112 A|B23|Folgers|
Instant coffee, classic roast||11/15/2017|0|Solid (g)||C 112 A|B23|Folgers|
Iron, Dietary 134 mg||11/15/2017|0|Solid (g)||C 112 A|B23|Rite-Aid|
Iron, Dietary 50 mg||11/15/2017|0|Solid (g)||C 112 A|B23|Sundown|
Multi-Vitamin||11/15/2017|0|Solid (g)||C 112 A|B23|CareOne|
Multi-Vitamin||11/15/2017|0|Solid (g)||C 112 A|B23|CVS|
Multi-Vitamin||11/15/2017|0|Solid (g)||C 112 A|B23|Nature Made|
Multi-Vitamin, One Daily for Men||11/15/2017|0|Solid (g)||C 112 A|B23|Walgreens|
Multi-Vitamin, One Daily for Women||11/15/2017|0|Solid (g)||C 112 A|B23|Walgreens|
One a Day vitamins||11/15/2017|0|Solid (g)||C 112 A|B23|bayer|
Paprika||11/15/2017|0|Solid (g)||C 112 A|B23|McCormick|
Potato Starch||11/15/2017|0|Solid (g)||C 112 A|B23|Red Bill|
Salt||11/15/2017|0|Solid (g)||C 112 A|B23|Giant|
Spectravite, vitamins||11/15/2017|0|Solid (g)||C 112 A|B23|CVS|
Splenda||11/15/2017|0|Solid (g)||C 112 A|B23||
Sugar||11/15/2017|0|Solid (g)||C 112 A|B23|Weis|
Sugar Cubes||11/15/2017|0|Solid (g)||C 112 A|B23|Domino|
Sweet 'N Low||11/15/2017|0|Solid (g)||C 112 A|B23||
Vitamin C, 500 mg||11/15/2017|0|Solid (g)||C 112 A|B23|Spring Valley|
Vitamin C, 500 mg||11/15/2017|0|Solid (g)||C 112 A|B23|CareOne|
Vitamin C, 500 mg||11/15/2017|0|Solid (g)||C 112 A|B23|Natures Measure|
Vitamin C, 500 mg||11/15/2017|0|Solid (g)||C 112 A|B23|CVS|
Vitamin C, 500 mg||7/26/2018|0|Solid (g)||C 112 A|B23|Nature Made|
Vitamin, Pre-Natal||11/15/2017|0|Solid (g)||C 112 A|B23|CVS|
Vitamin, Pre-Natal||11/15/2017|0|Solid (g)||C 112 A|B23|Spring Valley|
white vinegar, distilled||7/26/2018|0|Solid (g)||C 112 A|B23|Great Value|
bleach||7/24/2018|0|Solid (g)||C 112 A|B24|Great Value|
Canola Oil||11/15/2017|0|Solid (g)||C 112 A|B24|Giant|
Canola Oil||11/15/2017|0|Solid (g)||C 112 A|B24|Crisco|
Chips||11/15/2017|0|Solid (g)||C 112 A|B24|UTZ|
concentrated bleach||11/15/2017|0|Solid (g)||C 112 A|B24|Weis|
Diet Coke , regular||11/15/2017|0|Solid (g)||C 112 A|B24||
Diet coke, caffeine free||11/15/2017|0|Solid (g)||C 112 A|B24|Coca-cola|
Oreos||11/15/2017|0|Solid (g)||C 112 A|B24||
Paraffin Wax||11/15/2017|0|Solid (g)||C 112 A|B24|Gulf Wax|
Petroleum Jelly||11/15/2017|0|Solid (g)||C 112 A|B24|Quality Choice|
Pledge Floor Care Cleaner||11/15/2017|0|Solid (g)||C 112 A|B24|Johnson|
Pure Power, Lemon Ammonia||11/15/2017|0|Solid (g)||C 112 A|B24|Giant|
Starch, Liquid||11/15/2017|0|Solid (g)||C 112 A|B24|Austin's|
Tostitos||11/15/2017|0|Solid (g)||C 112 A|B24|Tostitos|
Total Cereal||11/15/2017|0|Solid (g)||C 112 A|B24|gerneral mills|
Vegetable Oil||11/15/2017|0|Solid (g)||C 112 A|B24|Giant|
Adamantanol,1-,99%||7/26/2018|0|Solid (g)|768-95-6|C 112 B|C1|Sigma Aldrich|13034-6
Adamantanol,2-,97%||7/26/2018|0|Solid (g)|700-57-2|C 112 B|C1|Sigma Aldrich|15382-6
Aminophenethyl alcohol,4-,95%||7/26/2018|0|Solid (g)|0104-10-9|C 112 B|C1|Matrix|3181
Aminophenethyl alcohol,4-,98%||7/26/2018|0|Solid (g)|0104-10-9|C 112 B|C1|Sigma Aldrich|261645-25G
Amyl Alcohol, Iso-||7/26/2018|0|Solid (g)|123-51-3|C 112 B|C1|Fisher|A393-500
Anthracenemethanol,9-||7/26/2018|0|Solid (g)|1468-95-7|C 112 B|C1|Alfa Aesar|A15188
Benzopinacol,98%||7/26/2018|0|Solid (g)|464-72-2|C 112 B|C1|Alfa Aesar|A11421
Benzyl Alcohol, 4-methyl||7/26/2018|0|Solid (g)|589-18-4|C 112 B|C1|Alfa Aesar|A15315
Benzyl Alcohol, 99+%||7/26/2018|0|Solid (g)|100-51-6|C 112 B|C1|Sigma Aldrich|402834-100ML
Borneol,(+)-||7/26/2018|0|Solid (g)|464-43-7|C 112 B|C1|Sigma Aldrich|420247-1G
Borneol,DL-Iso-,93%,tech.||7/26/2018|0|Solid (g)|124-76-5|C 112 B|C1|Acros|122495000
Butanol,3-methyl-1-, 99%||7/26/2018|0|Solid (g)|123-51-3|C 112 B|C1|Alfa Aesar|L13660
Butyl Alcohol||7/26/2018|0|Solid (g)|71-36-3|C 112 B|C1|EMD|BX1780-6
Butyl Alcohol,tert-||7/26/2018|0|Solid (g)|75-65-0|C 112 B|C1|Mallinckrodt|2998-04
Cinnamyl Alcohol, 97%||7/26/2018|0|Solid (g)|104-54-1|C 112 B|C1|Fluka|96330
Cinnamyl Alcohol, 98%||7/26/2018|0|Solid (g)|104-54-1|C 112 B|C1|Sigma Aldrich|108197-100G
Cinnamyl Alcohol, trans, 98%||7/26/2018|0|Solid (g)|104-54-1|C 112 B|C1|Acros|148521000
Curcumin Solution||7/26/2018|0|Solid (g)|458-37-7|C 112 B|C1|Sigma Aldrich|28982-100ML
Cyclohexanol||7/26/2018|0|Solid (g)|108-93-0|C 112 B|C1|J.T. Baker|9208-01
Cyclohexanol,cis + trans,2-methyl,97%||7/26/2018|0|Solid (g)|583-59-5|C 112 B|C1|Alfa Aesar|A12877
Cyclohexanol,cis + trans,4-methyl,98%||7/26/2018|0|Solid (g)|589-91-3|C 112 B|C1|Alfa Aesar|A16734
Cyclopentanol,99%||7/26/2018|0|Solid (g)|96-41-3|C 112 B|C1|Alfa Aesar|A15249
Decanol,1-,98+%||7/26/2018|0|Solid (g)|112-30-1|C 112 B|C1|Alfa Aesar|A17288
Dithiothreitol, DL-||7/26/2018|0|Solid (g)|12/3/3483|C 112 B|C1|Sigma Aldrich|43815-1G
Ethanol,2-(4-aminophenyl),97%||7/26/2018|0|Solid (g)|0104-10-9|C112 B|C1|Alfa Aesar|L15223
Ethanol,2-(4-Chlorophenyl)||7/26/2018|0|Solid (g)|1875-88-3|C 112 B|C1|TCI|C2233
Ethanol,2-Mercapto||7/26/2018|0|Solid (g)|60-24-2|C 112 B|C1|Sigma Aldrich|M6250-100ML
Ethanol,95%||7/26/2018|0|Solid (g)|64-17-5|C 112 B|C1|EMD|EX0290-1
Ethanol,95%||7/26/2018|0|Solid (g)|64-17-5|C 112 B|C1|EMD|EX0290-1
Ethanol,Aq.,50%||7/26/2018|0|Solid (g)|64-17-5|C 112 B|C1|EMD|EX0290-1
Ethanol,Aq.,70%||7/26/2018|0|Solid (g)|64-17-5|C 112 B|C1|EMD|EX0290-1
Ethyl Alcohol, (+-)-1-Phenyl||7/26/2018|0|Solid (g)|98-85-1|C 112 B|C1|TCI|M0163
Eugenol, 99%||7/26/2018|0|Solid (g)|97-53-0|C 112 B|C1|Sigma Aldrich|E51791-5G
Fluorenol,9-||7/26/2018|0|Solid (g)|1689-64-1|C 112 B|C1|TCI|F0229
Glycerin||7/26/2018|0|Solid (g)|56-81-5|C 112 B|C1|Sigma Aldrich|G2289-500ML
Glycerol||7/26/2018|0|Solid (g)|56-81-5|C 112 B|C1|Sigma Aldrich|G9012-100ML
Glycerol||7/26/2018|0|Solid (g)|56-81-5|C 112 B|C1|VWR|BDH1172-1LP
Linalool,(-)||7/26/2018|0|Solid (g)|126-91-0|C 112 B|C1|Sigma Aldrich|62139-25ML
Menthol,(1R,2S,5R)-(-)-,99%||7/26/2018|0|Solid (g)|2216-51-5|C 112 B|C1|Sigma Aldrich|M278-0
Menthol,D-,99%||7/26/2018|0|Solid (g)|15356-60-2|C 112 B|C1|Alfa Aesar|L06102
Menthol,L-,99%||7/26/2018|0|Solid (g)|2216-51-5|C 112 B|C1|Lancaster|3829
Methanol||7/31/2018|0|Solid (g)|67-56-1|C 112 B|D1|VWR|BDH1135-4LP
Methanol,Anhydrous,99.8%||7/31/2018|0|Solid (g)|67-56-1|C 112 B|D1|Sigma Aldrich|322415-2L
Methanol, duetrated||3/15/2019|0|Solid (g)||C 112 B|D1|Sigma Aldrich|15,194-7
Naphthol,1-||7/31/2018|0|Solid (g)|90-15-3|C 112 B|D1|Alfa Aesar|A11862
Naphthol,1-||7/31/2018|0|Solid (g)|90-15-3|C 112 B|D1|Sigma Aldrich|N1000-10G
Naphthol,2-||8/21/2018|0|Solid (g)|135-19-3|C 112 B|D1|Sigma Aldrich|185507-5G
Nonanol,1-,97%||7/31/2018|0|Solid (g)|0143-08-08|C 112 B|D1|Acros|157471000
Nonen-1-ol,Trans-2-||7/31/2018|0|Solid (g)|31502-14-4|C 112 B|D1|Sigma Aldrich|W337900-25G-K
Octanol,1-,99+%||7/31/2018|0|Solid (g)|111-87-5|C 112 B|D1|Sigma Aldrich|472328-1L
Pentanol, 4-Methyl-2-||7/31/2018|0|Solid (g)|0108-11-2|C 112 B|D1|Sigma Aldrich|109916-1L
Pentanol,1-,98+%||7/31/2018|0|Solid (g)|71-41-0|C 112 B|D1|Alfa Aesar|A13093
Pentyn-1-ol,4-||7/31/2018|0|Solid (g)|4/5/5390|C 112 B|D1|Sigma Aldrich|302481-5G
Pheno, loose crystals||8/22/2018|0|Solid (g)|108-95-2|C 112 B|D1|Macron|0273-03
Polyvinyl Alcohol||7/31/2018|0|Solid (g)|7732-18-5|C 112 B|D1|Ward's Science|470302-030
Propenol, N-||7/31/2018|0|Solid (g)||C 112 B|D1||
Propenol,1-,Anhydrous,99.7%||7/31/2018|0|Solid (g)|71-23-8|C 112 B|D1|Sigma Aldrich|279544-2L
Propanol,2-||7/31/2018|0|Solid (g)||C 112 B|D1||
pyridoxine||8/20/2018|0|Solid (g)|65-23-6|C 112 B|D1|Sigma Aldrich|P5669-5G
quinine||8/21/2018|0|Solid (g)|130-95-0|C 112 B|D1|Sigma Aldrich|Q-1878
quinine, anhydrous||8/22/2018|0|Solid (g)|130-95-0|C 112 B|D1|Alfa Aesar|L04260
Thymol||7/31/2018|0|Solid (g)|89-83-8|C 112 B|D1|TCI|M0410
trizma base||8/20/2018|0|Solid (g)|77-86-1|C 112 B|D1|Sigma Aldrich|T1503-100G
Vanillyl Alcohol||7/31/2018|0|Solid (g)|498-00-0|C 112 B|D1|Alfa Aesar|A15160
Vitamin D3,crystalline||7/31/2018|0|Solid (g)||C 112 B|D1|Sigma Aldrich|V3808-1G
Ammonium chloride, benzyltributyl||1/22019|0|Solid (g)|23616-79-7|C 112 B|D1|Acros Organics|186151000
aliquat 336||8/20/2018|0|Solid (g)|63393-96-4|C 112 B|D2|BTC|126110-100ML
Azepane||8/21/2018|0|Solid (g)|111-49-9|C 112 B|D2|Sigma Aldrich|H10401-500ML
Azepine, DBU: 2,3,4,6,7,8,9,10-octahyropyrimidol[1,2-a]||1/2/2019|0|Solid (g)|6674-22-2|C 112 B|D2|Spectrum|D2039
benzidine, N,N,N',N'-tetramethyl||8/21/2018|0|Solid (g)|366-29-0|C 112 B|D2|Sigma Aldrich|T5513-5G
Bipyridine,2,2'-||8/20/2018|0|Solid (g)|366-18-7|C 112 B|D2|Alfa Aesar|A15782
Bipyridyl,2,2'-||8/20/2018|0|Solid (g)|366-18-7|C 112 B|D2|Sigma Aldrich|D216305-25G
butylamine,sec-,99%||8/20/2018|0|Solid (g)|13952-84-6|C 112 B|D2|Sigma Aldrich|B89000
butylamine,tri-||8/20/2018|0|Solid (g)||C 112 B|D2|Sigma Aldrich|T4,935-2
caffeine||8/20/2018|0|Solid (g)|58-08-2|C 112 B|D2|Alfa Aesar|A10431
caffeine||8/20/2018|0|Solid (g)|58-08-2|C 112 B|D2|Sigma Aldrich|C0750-100G
creatine||8/20/2018|0|Solid (g)|57-00-1|C 112 B|D2|Sigma Aldrich|C0780-50G
Creatine,anhydrous||8/20/2018|0|Solid (g)|57-00-1|C 112 B|D2|Alfa Aesar|A17477
Deferoxamine mesylate salt||8/20/2018|0|Solid (g)|138-14-7|C 112 B|D2|Sigma Aldrich|D9533-1G
diphenylamine,2-nitro-||8/20/2018|0|Solid (g)|119-75-5|C 112 B|D2|Sigma Aldrich|157171-100G
ethanolamine,tri-, 98%||8/20/2018|0|Solid (g)|102-71-6|C 112 B|D2|Sigma Aldrich|T58300-1KG
ethoxyquin||8/20/2018|0|Solid (g)|91-53-2|C 112 B|D2|Sigma Aldrich|ED260-100G
ethylamine, di||3/15/2019|0|Solid (g)|109-89-7|C 112 B|D2|Alfa Aesar|A11716 or L03757
ethylamine, R-(+)-1-phenyl,chiPros||8/20/2018|0|Solid (g)|3886-69-9|C 112 B|D2|Alfa Aesar|L19117
ethylamine,(s)-(-)-1-phenyl||8/20/2018|0|Solid (g)|2627-86-3|C 112 B|D2|Alfa Aesar|A12632
ethylamine,tri-,>=99.5%||8/20/2018|0|Solid (g)|121-44-8|C 112 B|D2|Sigma Aldrich|471283
ethylenediamine ,N,N,N',N'-tetramethyl||8/20/2018|0|Solid (g)|110-18-9|C 112 B|D2|Sigma Aldrich|T9281-25ML
ethylenediamine dihydrochloride||8/20/2018|0|Solid (g)|333-18-6|C 112 B|D2|Sigma Aldrich|195804-100G
ethylenediamine,99%||8/20/2018|0|Solid (g)|107-15-3|C 112 B|D2|Acros Organics|220422500
ethylenediamine,99%, 25%||8/20/2018|0|Solid (g)|107-15-3|C 112 B|D2|Acros Organics|220422500
glucosamine,N-acetyl-D-||8/20/2018|0|Solid (g)|7512-17-6|C 112 B|D2|Sigma Aldrich|A8625-5G
hexanediamine,1,6-,5% (aq)||8/20/2018|0|Solid (g)||C 112 B|D2||
hydrazine,2,4-dinitrophenyl||8/21/2018|0|Solid (g)|119-26-6|C 112 B|D2|Sigma Aldrich|D199303-25G
hydroxylamine solution||8/20/2018|0|Solid (g)|7803-49-8|C 112 B|D2|Sigma Aldrich|438227-50ML
isopropylamine,99%||8/20/2018|0|Solid (g)|75-31-0|C 112 B|D2|Acros Organics|148920250
isopropylamine, di||3/15/2019|0|Solid (g)|108-18-9|C 112 B|D2|Sigma Aldrich|47,122-4
melamine||8/21/2018|0|Solid (g)|108-78-1|C 112 B|D2|Sigma Aldrich|M2659-5G
methylenediamine, hexa-||8/20/2018|0|Solid (g)|0124-09-04|C 112 B|D2|Sigma Aldrich|422002-1L
phenylamine,di-||8/20/2018|0|Solid (g)|612-026-00-5|C 112 B|D2|Sigma Aldrich|112763-100G
phenylenediamine, N-phenyl-o-||3/15/2019|0|Solid (g)|534-85-0|C 112 B|D2|Alfa Aesar|L11616
piperidine||8/20/2018|0|Solid (g)|110-89-4|C 112 B|D2|Sigma Aldrich|104094-100ML
porphine,5,10,15,20-tetraphenyl-21H,23H-||8/20/2018|0|Solid (g)|917-23-7|C 112 B|D2|Sigma Aldrich|160997-1G
propylamine, tri,98%||8/20/2018|0|Solid (g)|04821EP|C 112 B|D2|Sigma Aldrich|14397-9
pyridine||8/20/2018|0|Solid (g)|613-002-00-7|C 112 B|D2|Sigma Aldrich|360570-100ML
pyridine||8/20/2018|0|Solid (g)|110-86-1|C 112 B|D2|EMD|PX2020-11
Pyridine, 4-(dimethylamino)||3/15/2019|0|Solid (g)|1122-58-3|C 112 B|D2|Sigma Aldrich|107700-25G
pyridine hydrobromide perbromide||8/20/2018|0|Solid (g)|39416-48-3|C 112 B|D2|Alfa Aesar|A15684
thiamine hydrochloride||8/20/2018|0|Solid (g)|67-03-8|C 112 B|D2|Sigma Aldrich|T4625-5G
TRIS||1/2/2019|0|Solid (g)|77-86-1|C 112B|D2|VWR|0826-500G
TRIS (hydroxymethyl)amino-methane hydrochloride||3/15/2019|0|Solid (g)|1185-53-1|C112 B|D2|TCI|T0740
Acentanilide,97%||8/21/2018|0|Solid (g)|103-84-4|C 112 B|C3|Sigma Aldrich|11,293-3
Acentanilide,98%||8/21/2018|0|Solid (g)|103-84-4|C 112 B|C3|Alfa Aesar|A14361
Benzamide,2-nitro,98%||8/21/2018|0|Solid (g)|610-15-1|C 112 B|C3|Sigma Aldrich|191426-10G
Benzamide,99%||8/21/2018|0|Solid (g)|55-21-0|C 112 B|C3|Sigma Aldrich|135828-100G
naphthaleneacetamide,1-, 98%||8/21/2018|0|Solid (g)|86-86-2|C 112 B|C3|Sigma Aldrich|127752-25G
oxamide,dithio||8/21/2018|0|Solid (g)|79-40-3|C 112 B|C3|Alfa Aesar|B24866
phenacetin||8/21/2018|0|Solid (g)|62-44-2|C 112 B|C3|Sigma Aldrich|77440-250G
riboflavin||8/21/2018|0|Solid (g)|83-88-5|C 112 B|C3|Sigma Aldrich|R170-6
riboflavin||8/21/2018|0|Solid (g)|83-88-5|C 112 B|C3|supelco|Apr-61
salicylamide||8/21/2018|0|Solid (g)|65-45-2|C 112 B|C3|Alfa Aesar|A10797
sulfanilamide||8/21/2018|0|Solid (g)|63-74-1|C 112 B|C3|Acros Organics|13285-1000
urea||8/21/2018|0|Solid (g)||C 112 B|C3||
Urea,1,3-diethyl-1,3diphenyl-,99%||8/22/2018|0|Solid (g)|85-98-3|C 112 B|C3|Sigma Aldrich|372889-100G
Glyoxime solution, Dimethyl-||8/22/2018|0|Solid (g)||C 112 B|C3|Flinn Scientific|D0033
Benzothiazole, 2-amino-6-methoxy||3/15/2019|0|Solid (g)|1747-60-0|C 112 B|C3|Sigma Aldrich|162590-50G
imidazole||8/22/2018|0|Solid (g)|288-32-4|C 112 B|C3|TCI|I0001
imidazole, 4(5)-methyl||8/22/2018|0|Solid (g)|822-36-6|C 112 B|C3|Sigma Aldrich|199885-50G
imidazole,1-methyl||8/22/2018|0|Solid (g)|616-47-7|C 112 B|C3|Sigma Aldrich|M50834-100G
imidazole,1-methyl||8/22/2018|0|Solid (g)|616-47-7|C 112 B|C3|Sigma Aldrich|M50834-100G
phenanthroline monohydrate,1,10-||8/22/2018|0|Solid (g)|5144-89-8|C 112 B|C3|Alfa Aesar|30910
phenanthroline ruthenium (II) hydrate,dichlorotris(1,10-)||8/22/2018|0|Solid (g)||C 112 B|C3|Sigma Aldrich|343714-1G
carbodiimide, 1(3-dimethylamminopropyl)-3-ethyl,polymer-bound||8/22/2018|0|Solid (g)||C 112 B|C4|Sigma Aldrich|424331-5G
Carbodiimide, N,N'-dicyclohexyl||3/15/2019|0|Solid (g)|538-75-0|C 112 B|C4|Sigma Aldrich|D80002-100G
Maleimide, N-methyl||8/22/2018|0|Solid (g)|64-44-2|C 112 B|C4||
Succinimide, N-bromo||8/22/2018|0|Solid (g)|0128-08-05|C 112 B|C4|Alfa Aesar|A15922
Succinimide,N-hydrosulfo, sodium salt||8/22/2018|0|Solid (g)|106627-54-7|C 112 B|C4|Fluka|56485
Antifreeze, Prestone||8/22/2018|0|Solid (g)||C 112 B|C4||
Ethylene Glycol||8/22/2018|0|Solid (g)|107-21-1|C 112 B|C4|Fisher Scientific|E177-4
Propylene Glycol||8/22/2018|0|Solid (g)|57-55-6|C 112 B|C4|Sigma Aldrich|P-4347
Cellulose, methyl||8/22/2018|0|Solid (g)|9004-67-5|C 112 B|C4|Sigma Aldrich|M0387-100G
Cellulose, Micrograndular||8/22/2018|0|Solid (g)|9004-34-6|C 112 B|C4|Sigma Aldrich|C6413-1KG
Dextran from leuconostoc mesenteroides||8/22/2018|0|Solid (g)|9004-54-0|C 112 B|C4|Sigma Aldrich|D4876-50G
Dextrin||8/22/2018|0|Solid (g)||C 112 B|C4||
